batch,day,idturk,participantid,treatment,initialendowment,pointssaving1,pointssaving2,pointssaving3,pointssaving4,pointsdebt1,pointsdebt2,borrowdebt1,borrowdebt2,pointsthisdecision,pointsnextdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,additionalpointsdebt1,additionalpointsdebt2,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,orderlottery,lottery1choice,lottery2choice,lottery3choice,lottery4choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_age,demo_sex,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,debt1bal,debt2bal,debt1percpaid,debt2percpaid,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtdebt1balanceupdated2,debtdebt2balanceupdated2,lotterychoice,timechoice,durationinseconds,controltreatment,debttreatment,hightreatment,q1697,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_all,ind_optimal_ap_all,share_pointssaving1,share_pointssaving2,share_pointssaving3,share_pointssaving4,share_pointsdebt1,share_pointsdebt2,nz_pointssaving1,nz_pointssaving2,nz_pointssaving3,nz_pointssaving4,nz_pointsdebt1,nz_pointsdebt2,type_num_acnt,debt1paidoff,debt2paidoff,perc_points_ia_a1,perc_points_ia_a2,perc_points_ia_a3,perc_points_ia_a4,prev_balance_ia_a1,prev_balance_ia_a2,prev_balance_ia_a3,prev_balance_ia_a4,balance_max,balance_min
2,Day 3,A1IHFT9QVJ5H94,sanjose67513,High Debt,877,877,0,0,0,0,0,0,0,600,0,600,0,0,0,0,0,877,0,0,0,600,0,0,0,3863,700,-2900,-3500,4463,700,-2900,-3500,1,200,0.8,,,500,1,,,,,,,,,,,,,The first account had the highest interest rate,Not at all important,Not at all important,Extremely important,I would always choose the highest interest account.,58,Female,Washington,White,College graduate with Associate's Degree (2 year),College or more,No,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,-2900,-3500,0,0,,,,,3863,700,-2900,-3500,,,,,4463,700,-2900,-3500,,,1089,0,0,1,,,,,877,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2570,700,-2900,-3500,2570,-3500
2,Day 4,A1IHFT9QVJ5H94,sanjose67513,High Debt,1173,1173,0,0,0,0,0,0,0,558,,558,0,0,0,0,0,1173,0,0,0,558,0,0,0,5636,700,-2900,-3500,6194,700,-2900,-3500,2,200,,,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,The first account had the highest interest rate,Not at all important,Not at all important,Extremely important,I would always choose the highest interest account.,58,Female,Washington,White,College graduate with Associate's Degree (2 year),College or more,No,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2900,-3500,0,0,,,,,5636,700,-2900,-3500,,,,,6194,700,-2900,-3500,,,1043,0,0,1,,1,3,2,1173,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3863,700,-2900,-3500,3863,-3500
3,Initial,A1J50BL5JH2DBE,miramar67932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,"Early on I decided to pay back the debt with the high interest rate (15%) because it would always be a thorn in my side each day of the study. Afterwards I started to focus all of my attention to the highest earnings account with a positive balance (20%).  I did this because paying off the other debt account would have been a waste of money in the short term. It had a high dollar amount (1500), but the interest rate was low (5%). The investments I was making into the 20% account easily outweighed the losses from the debt, short term.  I also always tried to focus on getting points over ""money today"" because I knew those points would be worth more than ""money today"" because they would have a chance to grow. I also always tried to balance ""points today"" and ""points for the next round"" with the knowledge that points invested that day were worth more than points for the following round. Unfortunately I wasn't very lucky with that the first two experiments, but I did get my desired outcome on the last 2.  Thanks!",Moderately important,Extremely important,Extremely important,"I think I would really crunch the numbers harder on the first week to see exactly what amount would be optimal to place into debt vs returns. I made an estimation early on, but I'm sure if I had spent more time that I would have had moderately better results at the end of the experiment.   I may have also been slightly more conservative with my bets to get ""points today"" vs points for the next experiment day.",34,Male,Pennsylvania,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,0.45,1,342,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
3,Day 1,A1J50BL5JH2DBE,miramar67932,Low Debt,500,200,0,0,0,300,0,0,0,100,0,0,0,0,0,100,0,200,0,300,0,0,0,100,0,1300,700,-600,-1500,1300,700,-500,-1500,1,250,1,,,200,1,,,,,,,,,,,,,"Early on I decided to pay back the debt with the high interest rate (15%) because it would always be a thorn in my side each day of the study. Afterwards I started to focus all of my attention to the highest earnings account with a positive balance (20%).  I did this because paying off the other debt account would have been a waste of money in the short term. It had a high dollar amount (1500), but the interest rate was low (5%). The investments I was making into the 20% account easily outweighed the losses from the debt, short term.  I also always tried to focus on getting points over ""money today"" because I knew those points would be worth more than ""money today"" because they would have a chance to grow. I also always tried to balance ""points today"" and ""points for the next round"" with the knowledge that points invested that day were worth more than points for the following round. Unfortunately I wasn't very lucky with that the first two experiments, but I did get my desired outcome on the last 2.  Thanks!",Moderately important,Extremely important,Extremely important,"I think I would really crunch the numbers harder on the first week to see exactly what amount would be optimal to place into debt vs returns. I made an estimation early on, but I'm sure if I had spent more time that I would have had moderately better results at the end of the experiment.   I may have also been slightly more conservative with my bets to get ""points today"" vs points for the next experiment day.",34,Male,Pennsylvania,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,2,0,2,0,3,3,-500,-1500,0.44444445,0,,,,,1300,700,-600,-1500,,,,,1300,700,-500,-1500,,,2139,0,1,0,"No, everything was explained clearly. Thanks.",,,,500,0.40000001,0,,,,0,0,0,0,0.40000001,0,0,0,0.60000002,0,1,0,0,0,1,0,2,0,0,0.40000001,0,0.60000002,0,1100,700,-900,-1500,1100,-1500
3,Day 2,A1J50BL5JH2DBE,miramar67932,Low Debt,600,100,0,0,0,500,0,0,0,100,500,100,0,0,0,0,0,100,0,500,0,100,0,0,0,1400,700,0,-1500,1500,700,0,-1500,2,250,1,,,240,1,,,,,,,,,,,,,"Early on I decided to pay back the debt with the high interest rate (15%) because it would always be a thorn in my side each day of the study. Afterwards I started to focus all of my attention to the highest earnings account with a positive balance (20%).  I did this because paying off the other debt account would have been a waste of money in the short term. It had a high dollar amount (1500), but the interest rate was low (5%). The investments I was making into the 20% account easily outweighed the losses from the debt, short term.  I also always tried to focus on getting points over ""money today"" because I knew those points would be worth more than ""money today"" because they would have a chance to grow. I also always tried to balance ""points today"" and ""points for the next round"" with the knowledge that points invested that day were worth more than points for the following round. Unfortunately I wasn't very lucky with that the first two experiments, but I did get my desired outcome on the last 2.  Thanks!",Moderately important,Extremely important,Extremely important,"I think I would really crunch the numbers harder on the first week to see exactly what amount would be optimal to place into debt vs returns. I made an estimation early on, but I'm sure if I had spent more time that I would have had moderately better results at the end of the experiment.   I may have also been slightly more conservative with my bets to get ""points today"" vs points for the next experiment day.",34,Male,Pennsylvania,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,1,0,3,3,0,-1500,1,0,,,,,1400,700,0,-1500,,,,,1500,700,0,-1500,,,930,0,1,0,,,,,600,0.16666667,1,,,,0,1,0,0,0.16666667,0,0,0,0.83333331,0,1,0,0,0,1,0,2,1,0,0.16666667,0,0.83333331,0,1300,700,-600,-1500,1300,-1500
3,Day 3,A1J50BL5JH2DBE,miramar67932,Low Debt,1215,1215,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,1215,0,0,0,100,0,0,0,2715,700,0,-1500,2815,700,0,-1500,2,250,1,,,350,1,,,,,,,,,,,,,"Early on I decided to pay back the debt with the high interest rate (15%) because it would always be a thorn in my side each day of the study. Afterwards I started to focus all of my attention to the highest earnings account with a positive balance (20%).  I did this because paying off the other debt account would have been a waste of money in the short term. It had a high dollar amount (1500), but the interest rate was low (5%). The investments I was making into the 20% account easily outweighed the losses from the debt, short term.  I also always tried to focus on getting points over ""money today"" because I knew those points would be worth more than ""money today"" because they would have a chance to grow. I also always tried to balance ""points today"" and ""points for the next round"" with the knowledge that points invested that day were worth more than points for the following round. Unfortunately I wasn't very lucky with that the first two experiments, but I did get my desired outcome on the last 2.  Thanks!",Moderately important,Extremely important,Extremely important,"I think I would really crunch the numbers harder on the first week to see exactly what amount would be optimal to place into debt vs returns. I made an estimation early on, but I'm sure if I had spent more time that I would have had moderately better results at the end of the experiment.   I may have also been slightly more conservative with my bets to get ""points today"" vs points for the next experiment day.",34,Male,Pennsylvania,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,3,0,-1500,1,0,,,,,2715,700,0,-1500,,,,,2815,700,0,-1500,,,1507,0,1,0,,,,,1215,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1400,700,0,-1500,1400,-1500
3,Day 4,A1J50BL5JH2DBE,miramar67932,Low Debt,1478,1478,0,0,0,0,0,0,0,600,,600,0,0,0,0,0,1478,0,0,0,600,0,0,0,4293,700,0,-1500,4893,700,0,-1500,2,350,,,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,"Early on I decided to pay back the debt with the high interest rate (15%) because it would always be a thorn in my side each day of the study. Afterwards I started to focus all of my attention to the highest earnings account with a positive balance (20%).  I did this because paying off the other debt account would have been a waste of money in the short term. It had a high dollar amount (1500), but the interest rate was low (5%). The investments I was making into the 20% account easily outweighed the losses from the debt, short term.  I also always tried to focus on getting points over ""money today"" because I knew those points would be worth more than ""money today"" because they would have a chance to grow. I also always tried to balance ""points today"" and ""points for the next round"" with the knowledge that points invested that day were worth more than points for the following round. Unfortunately I wasn't very lucky with that the first two experiments, but I did get my desired outcome on the last 2.  Thanks!",Moderately important,Extremely important,Extremely important,"I think I would really crunch the numbers harder on the first week to see exactly what amount would be optimal to place into debt vs returns. I made an estimation early on, but I'm sure if I had spent more time that I would have had moderately better results at the end of the experiment.   I may have also been slightly more conservative with my bets to get ""points today"" vs points for the next experiment day.",34,Male,Pennsylvania,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,-1500,1,0,,,,,4293,700,0,-1500,,,,,4893,700,0,-1500,,,1448,0,1,0,,3,2,1,1478,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2715,700,0,-1500,2715,-1500
1,Initial,A1JJYY622DGE5L,mountain59920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,"I wanted to at first, build my savings accounts across the board. Then, I just wanted to focus on the one where I was reaping the greatest reward.",Not at all important,Extremely important,Extremely important,I would have dumped all my points in the highest yielding account.,45,Female,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,0.8,0.98,278,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
1,Day 1,A1JJYY622DGE5L,mountain59920,No Debt,500,300,0,0,200,0,0,0,0,100,500,0,0,100,0,0,0,300,0,0,200,0,0,100,0,1400,700,900,1700,1400,700,1000,1700,2,300,0.85,,,500,1,,,,,,,,,,,,,"I wanted to at first, build my savings accounts across the board. Then, I just wanted to focus on the one where I was reaping the greatest reward.",Not at all important,Extremely important,Extremely important,I would have dumped all my points in the highest yielding account.,45,Female,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,2,,,,,1400,700,900,1700,,,,,1400,700,1000,1700,,,,,,,930,1,0,0,"No, nothing was confusing.",,,,500,0.60000002,0,,,,0,0,0,0,0.60000002,0,0,0.40000001,0,0,1,0,0,1,0,0,2,1,1,0.60000002,0,0,0.40000001,1100,700,900,1500,1500,700
1,Day 2,A1JJYY622DGE5L,mountain59920,No Debt,1085,500,0,585,0,0,0,0,0,439,0,439,0,0,0,0,0,500,0,585,0,439,0,0,0,1900,700,1585,1700,2339,700,1585,1700,2,200,0.75,,,498,1,,,,,,,,,,,,,"I wanted to at first, build my savings accounts across the board. Then, I just wanted to focus on the one where I was reaping the greatest reward.",Not at all important,Extremely important,Extremely important,I would have dumped all my points in the highest yielding account.,45,Female,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,2,2,,,,,1900,700,1585,1700,,,,,2339,700,1585,1700,,,,,,,992,1,0,0,,,,,1085,0.4608295,1,,,,0,1,0,0,0.4608295,0,0.5391705,0,0,0,1,0,1,0,0,0,2,1,1,0.4608295,0,0.5391705,0,1400,700,900,1700,1700,700
1,Day 3,A1JJYY622DGE5L,mountain59920,No Debt,861,861,0,0,0,0,0,0,0,571,0,571,0,0,0,0,0,861,0,0,0,571,0,0,0,3200,700,1585,1700,3771,700,1585,1700,1,300,0.9,,,498,1,,,,,,,,,,,,,"I wanted to at first, build my savings accounts across the board. Then, I just wanted to focus on the one where I was reaping the greatest reward.",Not at all important,Extremely important,Extremely important,I would have dumped all my points in the highest yielding account.,45,Female,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,2,2,,,,,3200,700,1585,1700,,,,,3771,700,1585,1700,,,,,,,751,1,0,0,,,,,861,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1900,700,1585,1700,1900,700
1,Day 4,A1JJYY622DGE5L,mountain59920,No Debt,1147,1147,0,0,0,0,0,0,0,100,,100,0,0,0,0,0,1147,0,0,0,100,0,0,0,4918,700,1585,1700,5018,700,1585,1700,2,500,,,,,,1000,0,0,0,1000,0,0,0,0,0,1000,0,"I wanted to at first, build my savings accounts across the board. Then, I just wanted to focus on the one where I was reaping the greatest reward.",Not at all important,Extremely important,Extremely important,I would have dumped all my points in the highest yielding account.,45,Female,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,4918,700,1585,1700,,,,,5018,700,1585,1700,,,,,,,872,1,0,0,,2,1,3,1147,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,3200,700,1585,1700,3200,700
2,Initial,A1K5ILJMG439M5,cambridge45349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,I wanted to pay off the debt account with the highest interest as soon as I could so that I could turn it into a positive interest accrual for the rest of the experiment. After that I mostly focused on stowing points into the highest interest-earning account because that would help the most in the long run. I finally paid off the other debt account today because it was accruing minimal interest through the experiment but I didn't want the negative points to affect the total at the end.,Moderately important,Moderately important,Very important,"I don't know that I could have done much differently to achieve a higher payoff - I'm pretty happy with mine. If I had tried to pay off the highest balance debt with the lower interest rate before stuffing points into the savings that earned the highest interest, I'm not sure if the result would have been as effective for my payoff. I'd have to see what the point allocations were through each step again and spend more time playing with it.",29,Female,Tennessee,White,Some college,Non college graduate,Yes,Yes,A moderate amount,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,0.5,1,361,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
2,Day 1,A1K5ILJMG439M5,cambridge45349,Low Debt,500,0,0,0,0,400,100,0,0,100,500,0,0,0,0,100,0,0,0,400,100,0,0,100,0,1100,700,-500,-1400,1100,700,-400,-1400,2,400,0.75,,,400,1,,,,,,,,,,,,,I wanted to pay off the debt account with the highest interest as soon as I could so that I could turn it into a positive interest accrual for the rest of the experiment. After that I mostly focused on stowing points into the highest interest-earning account because that would help the most in the long run. I finally paid off the other debt account today because it was accruing minimal interest through the experiment but I didn't want the negative points to affect the total at the end.,Moderately important,Moderately important,Very important,"I don't know that I could have done much differently to achieve a higher payoff - I'm pretty happy with mine. If I had tried to pay off the highest balance debt with the lower interest rate before stuffing points into the savings that earned the highest interest, I'm not sure if the result would have been as effective for my payoff. I'd have to see what the point allocations were through each step again and spend more time playing with it.",29,Female,Tennessee,White,Some college,Non college graduate,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,1,1,-400,-1400,0.55555558,0.06666667,,,,,1100,700,-500,-1400,,,,,1100,700,-400,-1400,,,1665,0,1,0,Everything was clear to me!,,,,500,0,0,,,,0,0,0,0,0,0,0,0,0.80000001,0.2,0,0,0,0,1,1,2,0,0,0,0,0.80000001,0.2,1100,700,-900,-1500,1100,-1500
2,Day 2,A1K5ILJMG439M5,cambridge45349,Low Debt,1080,400,0,0,0,500,180,0,0,100,500,100,0,0,0,0,0,400,0,500,180,100,0,0,0,1500,700,100,-1220,1600,700,100,-1220,1,300,0.8,,,400,1,,,,,,,,,,,,,I wanted to pay off the debt account with the highest interest as soon as I could so that I could turn it into a positive interest accrual for the rest of the experiment. After that I mostly focused on stowing points into the highest interest-earning account because that would help the most in the long run. I finally paid off the other debt account today because it was accruing minimal interest through the experiment but I didn't want the negative points to affect the total at the end.,Moderately important,Moderately important,Very important,"I don't know that I could have done much differently to achieve a higher payoff - I'm pretty happy with mine. If I had tried to pay off the highest balance debt with the lower interest rate before stuffing points into the savings that earned the highest interest, I'm not sure if the result would have been as effective for my payoff. I'd have to see what the point allocations were through each step again and spend more time playing with it.",29,Female,Tennessee,White,Some college,Non college graduate,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,100,-1220,1.1111112,0.18666667,,,,,1500,700,100,-1220,,,,,1600,700,100,-1220,,,1088,0,1,0,,,,,1080,0.37037036,1,,,,0,1,0,0,0.37037036,0,0,0,0.46296296,0.16666667,1,0,0,0,1,1,3,1,0,0.37037036,0,0.46296296,0.16666667,1100,700,-500,-1400,1100,-1400
2,Day 3,A1K5ILJMG439M5,cambridge45349,Low Debt,1264,1264,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,1264,0,0,0,100,0,0,0,2864,700,100,-1220,2964,700,100,-1220,1,300,0.85,,,400,0.75,,,,,,,,,,,,,I wanted to pay off the debt account with the highest interest as soon as I could so that I could turn it into a positive interest accrual for the rest of the experiment. After that I mostly focused on stowing points into the highest interest-earning account because that would help the most in the long run. I finally paid off the other debt account today because it was accruing minimal interest through the experiment but I didn't want the negative points to affect the total at the end.,Moderately important,Moderately important,Very important,"I don't know that I could have done much differently to achieve a higher payoff - I'm pretty happy with mine. If I had tried to pay off the highest balance debt with the lower interest rate before stuffing points into the savings that earned the highest interest, I'm not sure if the result would have been as effective for my payoff. I'd have to see what the point allocations were through each step again and spend more time playing with it.",29,Female,Tennessee,White,Some college,Non college graduate,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,100,-1220,1.1111112,0.18666667,,,,,2864,700,100,-1220,,,,,2964,700,100,-1220,,,997,0,1,0,,,,,1264,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1500,700,100,-1220,1500,-1220
2,Day 4,A1K5ILJMG439M5,cambridge45349,Low Debt,1537,317,0,0,0,0,1220,0,0,526,,476,0,0,0,0,50,317,0,0,1220,476,0,0,50,3281,700,100,0,3757,700,100,50,2,275,,,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,I wanted to pay off the debt account with the highest interest as soon as I could so that I could turn it into a positive interest accrual for the rest of the experiment. After that I mostly focused on stowing points into the highest interest-earning account because that would help the most in the long run. I finally paid off the other debt account today because it was accruing minimal interest through the experiment but I didn't want the negative points to affect the total at the end.,Moderately important,Moderately important,Very important,"I don't know that I could have done much differently to achieve a higher payoff - I'm pretty happy with mine. If I had tried to pay off the highest balance debt with the lower interest rate before stuffing points into the savings that earned the highest interest, I'm not sure if the result would have been as effective for my payoff. I'd have to see what the point allocations were through each step again and spend more time playing with it.",29,Female,Tennessee,White,Some college,Non college graduate,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,50,1.1111112,1.0333333,,,,,3281,700,100,0,,,,,3757,700,100,50,,,1936,0,1,0,,2,1,3,1537,0.20624593,0.90494299,1,1,1,0,0,0,0,0.20624593,0,0,0,0,0.79375404,1,0,0,0,0,1,2,1,1,0.20624593,0,0,0.79375404,2864,700,100,-1220,2864,-1220
